NIM,Nama Mahasiswa,Jenis Kelamin,Tanggal Lahir,Alamat,Program Studi,Tahun Masuk
NIM01945,Mahasiswa_1945,Laki-Laki,10/10/1996 0:00,Jakarta,Kedokteran,2018
NIM01946,Mahasiswa_1946,Perempuan,4/28/1997 0:00,Jakarta,Manajemen,2020
NIM01947,Mahasiswa_1947,Laki-Laki,12/14/2000 0:00,Surabaya,Hukum,2023
NIM01948,Mahasiswa_1948,Perempuan,6/23/1996 0:00,Yogyakarta,Hukum,2019
NIM01949,Mahasiswa_1949,Perempuan,3/17/2002 0:00,Surabaya,Akuntansi,2020
NIM01950,Mahasiswa_1950,Laki-Laki,4/11/1995 0:00,Surabaya,Kedokteran,2023
NIM01951,Mahasiswa_1951,Perempuan,5/31/2001 0:00,Bandung,Akuntansi,2017
NIM01952,Mahasiswa_1952,Laki-Laki,9/26/1996 0:00,Bandung,Akuntansi,2022
NIM01953,Mahasiswa_1953,Laki-Laki,3/11/2004 0:00,Yogyakarta,Hukum,2017
NIM01954,Mahasiswa_1954,Perempuan,6/28/2000 0:00,Medan,Akuntansi,2022
NIM01955,Mahasiswa_1955,Laki-Laki,5/3/1996 0:00,Bandung,Manajemen,2021
NIM01956,Mahasiswa_1956,Laki-Laki,10/19/1996 0:00,Medan,Akuntansi,2022
NIM01957,Mahasiswa_1957,Perempuan,10/11/2004 0:00,Jakarta,Manajemen,2021
NIM01958,Mahasiswa_1958,Laki-Laki,7/14/2002 0:00,Bandung,Hukum,2019
NIM01959,Mahasiswa_1959,Laki-Laki,8/15/1996 0:00,Bandung,Kedokteran,2021
NIM01960,Mahasiswa_1960,Laki-Laki,10/2/2001 0:00,Yogyakarta,Manajemen,2020
NIM01961,Mahasiswa_1961,Perempuan,4/16/1997 0:00,Medan,Kedokteran,2021
NIM01962,Mahasiswa_1962,Laki-Laki,1/21/2002 0:00,Bandung,Kedokteran,2020
NIM01963,Mahasiswa_1963,Perempuan,3/5/2001 0:00,Bandung,Manajemen,2023
NIM01964,Mahasiswa_1964,Perempuan,6/14/2002 0:00,Yogyakarta,Hukum,2023
NIM01965,Mahasiswa_1965,Laki-Laki,1/27/2001 0:00,Yogyakarta,Teknik Informatika,2022
NIM01966,Mahasiswa_1966,Laki-Laki,11/6/2000 0:00,Medan,Kedokteran,2022
NIM01967,Mahasiswa_1967,Laki-Laki,10/12/2001 0:00,Jakarta,Kedokteran,2022
NIM01968,Mahasiswa_1968,Perempuan,5/28/1999 0:00,Jakarta,Hukum,2021
NIM01969,Mahasiswa_1969,Laki-Laki,10/8/2001 0:00,Surabaya,Hukum,2022
NIM01970,Mahasiswa_1970,Laki-Laki,11/22/1995 0:00,Bandung,Akuntansi,2021
NIM01971,Mahasiswa_1971,Laki-Laki,11/15/1995 0:00,Medan,Hukum,2021
NIM01972,Mahasiswa_1972,Laki-Laki,6/13/2003 0:00,Bandung,Kedokteran,2018
NIM01973,Mahasiswa_1973,Laki-Laki,8/12/1999 0:00,Medan,Manajemen,2018
NIM01974,Mahasiswa_1974,Perempuan,9/29/1999 0:00,Medan,Teknik Informatika,2021
NIM01975,Mahasiswa_1975,Perempuan,5/26/1997 0:00,Medan,Akuntansi,2023
NIM01976,Mahasiswa_1976,Laki-Laki,12/22/1999 0:00,Bandung,Manajemen,2020
NIM01977,Mahasiswa_1977,Laki-Laki,1/30/1997 0:00,Yogyakarta,Teknik Informatika,2019
NIM01978,Mahasiswa_1978,Laki-Laki,2/14/2003 0:00,Bandung,Teknik Informatika,2017
NIM01979,Mahasiswa_1979,Laki-Laki,10/2/2003 0:00,Medan,Teknik Informatika,2018
NIM01980,Mahasiswa_1980,Perempuan,2/3/2000 0:00,Surabaya,Manajemen,2021
NIM01981,Mahasiswa_1981,Laki-Laki,5/21/1995 0:00,Jakarta,Akuntansi,2017
NIM01982,Mahasiswa_1982,Perempuan,11/14/2001 0:00,Medan,Akuntansi,2018
NIM01983,Mahasiswa_1983,Perempuan,8/9/2001 0:00,Surabaya,Teknik Informatika,2019
NIM01984,Mahasiswa_1984,Laki-Laki,12/21/2004 0:00,Yogyakarta,Manajemen,2020
NIM01985,Mahasiswa_1985,Perempuan,1/22/2004 0:00,Medan,Teknik Informatika,2021
NIM01986,Mahasiswa_1986,Perempuan,6/29/1998 0:00,Surabaya,Hukum,2019
NIM01987,Mahasiswa_1987,Perempuan,11/25/2002 0:00,Medan,Akuntansi,2023
NIM01988,Mahasiswa_1988,Perempuan,8/18/2000 0:00,Bandung,Kedokteran,2018
NIM01989,Mahasiswa_1989,Laki-Laki,2/7/1998 0:00,Surabaya,Teknik Informatika,2021
NIM01990,Mahasiswa_1990,Laki-Laki,3/11/1998 0:00,Bandung,Hukum,2017
NIM01991,Mahasiswa_1991,Perempuan,4/25/1996 0:00,Bandung,Akuntansi,2023
NIM01992,Mahasiswa_1992,Laki-Laki,8/26/1996 0:00,Surabaya,Manajemen,2023
NIM01993,Mahasiswa_1993,Laki-Laki,12/1/1998 0:00,Jakarta,Akuntansi,2022
NIM01994,Mahasiswa_1994,Laki-Laki,5/28/1999 0:00,Surabaya,Manajemen,2020
NIM01995,Mahasiswa_1995,Laki-Laki,1/9/2002 0:00,Jakarta,Manajemen,2023
NIM01996,Mahasiswa_1996,Laki-Laki,10/14/2000 0:00,Medan,Teknik Informatika,2018
NIM01997,Mahasiswa_1997,Perempuan,2/19/1998 0:00,Medan,Teknik Informatika,2020
NIM01998,Mahasiswa_1998,Laki-Laki,12/4/2001 0:00,Surabaya,Akuntansi,2021
NIM01999,Mahasiswa_1999,Laki-Laki,1/5/2002 0:00,Medan,Hukum,2022
NIM02000,Mahasiswa_2000,Laki-Laki,12/8/1996 0:00,Yogyakarta,Akuntansi,2019
